Web.ID,Region.of.Incident,Reported.Date,Reported.Year,Reported.Month,Number.Dead,Minimum.Estimated.Number.of.Missing,Total.Dead.and.Missing,Number.of.Survivors,Number.of.Females,Number.of.Males,Number.of.Children,Cause.of.Death,Land.or.Sea,Location.Description,Information.Source,Location.Coordinates,Migration.Route,URL,UNSD.Geographical.Grouping,Source.Quality,Cause.of.Death.Brief,Year.Month,Month.Year
42901,Mediterranean,2016-01-21,2016,Jan,35,9,44,26,17,7,11,Drowning,sea,"Kalymnos, Greece",Hellenic Coast Guard via IOM Greece,"36.950590100000, 26.975212900000",Eastern Mediterranean,"http://www.hcg.gr/node/11879, http://www.hcg.gr/node/11882",Uncategorized,5,Drowning,2016-01,01/16
42473,Mediterranean,2016-01-21,2016,Jan,13,11,24,25,4,1,5,Drowning,sea,"Off Turkey's western Foça coast, Izmir. En route to Lesvos, Greece",Today's Zaman,"38.704200600000, 26.593916700000",Eastern Mediterranean,"http://bit.ly/1RN3kLx, http://bit.ly/1UfZgkO, http://bit.ly/1Pa56nW",Uncategorized,3,Drowning,2016-01,01/16
42902,Mediterranean,2016-01-23,2016,Jan,1,0,1,,,1,,Drowning,sea,"Found off the north coast of Samos Island, Greece",Hellenic Coast Guard via IOM Athens,"37.724580500000, 26.677828300000",Eastern Mediterranean,http://www.hcg.gr/node/11885,Uncategorized,5,Drowning,2016-01,01/16
42903,Mediterranean,2016-01-24,2016,Jan,1,0,1,,1,,1,Drowning,sea,"Found on Lesvos Island, Greece. Kagia beach.",Hellenic Coast Guard via IOM Athens,"37.596379000000, 26.424823000000",Eastern Mediterranean,http://www.hcg.gr/node/11886,Uncategorized,5,Drowning,2016-01,01/16
42904,Mediterranean,2016-01-24,2016,Jan,1,0,1,,,1,,Drowning,sea,"Skyros island, Greece",Hellenic Coast Guard,"38.872931600000, 24.417989200000",Eastern Mediterranean,http://www.hcg.gr/node/11888,Uncategorized,5,Drowning,2016-01,01/16
42905,Mediterranean,2016-01-24,2016,Jan,2,0,2,,1,1,,Drowning,sea,"northeast of Samos, Greece",Hellenic Coast Guard,"37.724580500000, 26.677828300000",Eastern Mediterranean,http://www.hcg.gr/node/11888,Uncategorized,5,Drowning,2016-01,01/16
42906,Mediterranean,2016-01-25,2016,Jan,2,0,2,,,2,,Drowning,sea,"Samos, Greece",Hellenic Coast Guard,"37.724580500000, 26.677828300000",Eastern Mediterranean,http://www.hcg.gr/node/11895,Uncategorized,5,Drowning,2016-01,01/16
42405,Mediterranean,2016-01-26,2016,Jan,5,16,21,1,,,3,Drowning,sea,"Didim district, Aydin, Turkey, likely en route to Farmakonissi",Hurriyet Daily News,"37.376094000000, 27.264729000000",Eastern Mediterranean,http://bit.ly/1K8kHEc,Uncategorized,1,Drowning,2016-01,01/16
42907,Mediterranean,2016-01-26,2016,Jan,1,0,1,,,1,,Drowning,sea,"Glyfo beach, Samos, Greece",Hellenic Coast Guard,"37.724580500000, 26.677828300000",Eastern Mediterranean,http://www.hcg.gr/node/11895,Uncategorized,5,Drowning,2016-01,01/16
42434,Mediterranean,2016-01-27,2016,Jan,7,0,7,2,2,4,2,Drowning,sea,"off the northern coast of Kos, Greece",Hellenic Coast Guard,"36.926600300000, 27.264159300000",Eastern Mediterranean,http://bit.ly/2045Ul3andhttp://www.hcg.gr/node/11900,Uncategorized,5,Drowning,2016-01,01/16
43027,Mediterranean,2016-01-28,2016,Jan,26,15,41,9,6,10,10,Drowning,sea,"off the coast of Samos, Greece",Hellenic Coast Guard,"37.724580500000, 26.677828300000",Eastern Mediterranean,http://www.hcg.gr/node/11948,Uncategorized,1,Drowning,2016-01,01/16
42402,Mediterranean,2016-01-30,2016,Jan,39,0,39,75,,,5,Drowning,sea,"between Ayvacik, Canakkale, Turkey and Lesvos, Greece",Turkish Coast Guard via IOM Athens. AFP and the Guardian,"39.289382400000, 26.473428100000",Eastern Mediterranean,"http://ab.co/1nvdpjx, http://bit.ly/20zmHt5",Uncategorized,5,Drowning,2016-01,01/16
42425,Mediterranean,2016-01-31,2016,Jan,3,0,3,12,,,2,Drowning,sea,"off the coast of Didim, Aydin, Turkey, en route to Farmakonisi, Greece",Hurriyet Daily News,"37.348625000000, 27.274230900000",Eastern Mediterranean,http://bit.ly/1SpNCGV,Uncategorized,1,Drowning,2016-01,01/16
42417,Mediterranean,2016-02-02,2016,Feb,9,0,9,13,,,2,Drowning,sea,"off the coast of Seferihisar, Izmir, Turkey. Possibly en route to Samos, Greece",Hurriyet Daily News,"37.724580500000, 26.677828300000",Eastern Mediterranean,http://bit.ly/1QEcPd6,Uncategorized,1,Drowning,2016-02,02/16
42483,Mediterranean,2016-02-08,2016,Feb,27,9,36,4,,,11,Drowning,sea,"Near Lesvos, Greece",The Guardian,"39.189261800000, 26.130606100000",Eastern Mediterranean,"http://bit.ly/1SZcdki, http://bbc.in/1T8pusf",Uncategorized,3,Drowning,2016-02,02/16
42403,Mediterranean,2016-03-06,2016,Mar,25,0,25,15,,,10,Drowning,sea,"off the coast of Didim, Aydin, Turkey, likely en route to Farmakonisi, Greece","AP, BBC","37.341163938766, 27.237263179687",Eastern Mediterranean,"http://abcn.ws/1L932wQ, http://bbc.in/1LKdg6K",Uncategorized,3,Drowning,2016-03,03/16
42439,Mediterranean,2016-03-10,2016,Mar,5,2,7,9,,,3,Drowning,sea,"off the coast of Ayvacik, Canakkale en route to Lesvos, Greece",Hurriyet Daily News,"39.490208500000, 26.393246100000",Eastern Mediterranean,http://bit.ly/2252uML,Uncategorized,1,Drowning,2016-03,03/16
42460,Mediterranean,2016-03-14,2016,Mar,0,8,8,5,,,,Drowning,sea,"near Kos, Greece","AFP, IOM Greece","36.910782100000, 27.282852300000",Eastern Mediterranean,http://bit.ly/1pIxswi,Uncategorized,4,Drowning,2016-03,03/16
42867,Mediterranean,2016-04-09,2016,Apr,5,4,9,5,4,,1,Drowning,sea,"Near Samos Island, Greece",Reuters and Hellenic Coast Guard,"37.724580500000, 26.677828300000",Eastern Mediterranean,"http://reut.rs/1S8LyUc, http://bit.ly/1N3Fs5p",Uncategorized,5,Drowning,2016-04,04/16
42467,Mediterranean,2016-04-15,2016,Apr,1,0,1,,1,,1,Drowning,sea,"Near Izmir, Turkey, possibly en route to Samos, Greece",Daily Mail,"37.724580500000, 26.677828300000",Eastern Mediterranean,http://bit.ly/1QcgFXB,Uncategorized,1,Drowning,2016-04,04/16
42591,Mediterranean,2016-07-13,2016,Jul,4,3,7,6,2,2,2,Drowning,sea,"Near Lesvos, Greece","IOM Greece, Washington Post","39.189261800000, 26.130606100000",Eastern Mediterranean,"http://bit.ly/29DIw61, http://www.hcg.gr/node/13046",Uncategorized,4,Drowning,2016-07,07/16
42660,Mediterranean,2016-08-21,2016,Aug,1,2,3,12,1,,,Drowning,sea,"Between Izmir, Turkey and Chios, Greece",UNHCR,"38.344648300000, 26.048123200000",Eastern Mediterranean,http://bit.ly/2bJaKz5,Uncategorized,4,Drowning,2016-08,08/16
42882,Mediterranean,2016-09-29,2016,Sep,7,20,27,3,,,,Drowning,sea,"Off the coast of Bodrum, Mu?la, Turkey. Likely en route to Kos","IOM Turkey, AFP","37.031906900000, 27.421418000000",Eastern Mediterranean,http://wapo.st/2dA1Fwf,Uncategorized,4,Drowning,2016-09,09/16
42724,Mediterranean,2016-10-06,2016,Oct,1,0,1,,,1,1,Drowning,sea,"Body found on beach in Kusadasi's Kadinlar Denizi neighborhood, Turkey",Hurriyet Daily News,"37.843869900000, 27.242286000000",Eastern Mediterranean,http://bit.ly/2e2XLbY,Uncategorized,1,Drowning,2016-10,10/16
42910,Mediterranean,2016-11-04,2016,Nov,1,0,1,48,,1,,Drowning,sea,"Died upon arrival to port of Karlovasi, Samos, Greece. Shipwreck occurred at unspecified location between Turkey and Samos.",IOM Greece,"37.724580500000, 26.677828300000",Eastern Mediterranean,http://www.hcg.gr/node/13815,Uncategorized,4,Drowning,2016-11,11/16
42855,Mediterranean,2016-11-16,2016,Nov,4,0,4,15,,4,,Drowning,sea,"14 km east of Thassos, Greece",Hellenic Coast Guard,"40.649775600000, 24.651801300000",Eastern Mediterranean,http://hcg.gr/node/13883,Uncategorized,5,Drowning,2016-11,11/16
42745,Mediterranean,2016-11-18,2016,Nov,6,3,9,4,,,,Drowning,sea,"Unspecified location off the coast of Didim, Aydin, Turkey. Likely en route to Farmakonisi, Greece.",UNHCR,"37.347060700000, 27.184556100000",Eastern Mediterranean,http://bit.ly/2eWhIok,Uncategorized,4,Drowning,2016-11,11/16
42782,Mediterranean,2016-12-19,2016,Dec,5,0,5,8,1,,4,Drowning,sea,"Off the coast of Ayvalik, Turkey",Daily Sabah and UNHCR,"39.337116500000, 26.702316500000",Eastern Mediterranean,http://bit.ly/2hDhPFJ,Uncategorized,4,Drowning,2016-12,12/16
30779,Mediterranean,2017-02-05,2017,Feb,1,0,1,45,1,,,Drowning,sea,"Off the coast of Ayvalik, Turkey",Daily Sabha,"39.343261000000, 26.671927000000",Eastern Mediterranean,http://bit.ly/2lafynZ,Uncategorized,1,Drowning,2017-02,02/17
30883,Mediterranean,2017-03-24,2017,Mar,11,0,11,9,2,,5,Drowning,sea,"Unspecified location off the coast of Davutlar, Aydin, Turkey, likely en route to Samos, Greece",IOM Turkey,"37.747294000000, 27.240156300000",Eastern Mediterranean,http://bit.ly/2nE6F6G,Uncategorized,4,Drowning,2017-03,03/17
30901,Mediterranean,2017-04-02,2017,Apr,1,0,1,,,1,,Drowning,sea,"Body recovered near Panagiouda, Lesbos, Greece",Hellenic Coast Guard,"39.147213500000, 26.528026000000",Eastern Mediterranean,http://bit.ly/2ot7TCX,Uncategorized,5,Drowning,2017-04,04/17
30931,Mediterranean,2017-04-24,2017,Apr,16,7,23,2,6,8,2,Drowning,sea,"Off the coast of Molyvos, Lesvos, Greece",IOM Greece,"39.366085100000, 26.166767200000",Eastern Mediterranean,"http://reut.rs/2oYrIkv, http://bit.ly/2qdj4MK, http://www.hcg.gr/node/14817, http://bit.ly/2p3BiAh",Uncategorized,4,Drowning,2017-04,04/17
35443,Mediterranean,2017-07-27,2017,Jul,8,0,8,9,2,,5,Drowning,sea,"Off the coast of Çeşme, İzmir, Turkey","IOM Turkey, Turkish Coast Guard Command","38.332225832166, 26.237827220703",Eastern Mediterranean,"http://bit.ly/2hfF0Y4, http://bit.ly/2vOVWaV",Uncategorized,5,Drowning,2017-07,07/17
43921,Mediterranean,2017-11-03,2017,Nov,3,7,10,15,1,,,Drowning,sea,"Off Kalymnos Island, Greece","IOM Turkey, Reuters","37.031187012469, 27.126068793164",Eastern Mediterranean,http://reut.rs/2h0CFxe,Uncategorized,4,Drowning,2017-11,11/17
43986,Mediterranean,2017-11-11,2017,Nov,1,0,1,,1,,,Drowning,sea,"Off the coast of Mantamado, northeastern coast of Lesvos, Greece","IOM Turkey, Turkish Coast Guard Command","39.328328251178, 26.428951143555",Eastern Mediterranean,"",Uncategorized,4,Drowning,2017-11,11/17
44669,Mediterranean,2018-03-17,2018,Mar,16,3,19,3,5,11,9,Drowning,sea,"Unspecified location off the coast of Agathonisi, Greece","IOM Greece, Hellenic Coast Guard, Reuters, AP","37.462855742504, 27.010840066992",Eastern Mediterranean,"http://www.hcg.gr/node/17395, http://bit.ly/2u2YRjw, http://reut.rs/2u2ZdGS",Uncategorized,5,Drowning,2018-03,03/18
44800,Mediterranean,2018-05-13,2018,May,9,0,9,,,2,,Drowning,sea,"Bodies washed up in Karpaz, northern Cyprus","Turkish Coast Guard, IOM Turkey, Kibrik Postasi, Reuters","35.473177364902, 34.293756766172",Eastern Mediterranean,"https://bit.ly/2KZt2wv, https://tmsnrt.rs/2rBMGqj",Uncategorized,4,Drowning,2018-05,05/18
44806,Mediterranean,2018-05-14,2018,May,7,0,7,12,,,3,Drowning,sea,"Off the coast of Babakale, Ayvacık, Çanakkale province, Turkey",Turkish Coast Guard via IOM Turkey,"39.458858375437, 26.058644190430",Eastern Mediterranean,https://bit.ly/2jVJrWg,Uncategorized,5,Drowning,2018-05,05/18
44834,Mediterranean,2018-06-03,2018,Jun,9,1,10,5,1,2,6,Drowning,sea,"Off the coast of Kekova Geyikova island, near Demre district, Antalya province, Turkey","Turkish Coast Guard, Daily Sabah","36.159498189650, 29.870973380859",Eastern Mediterranean,"https://bit.ly/2kOerZ0, https://bit.ly/2JsSYm9",Uncategorized,5,Drowning,2018-06,06/18
45745,Mediterranean,2018-07-18,2018,Jul,19,25,44,103,1,,,Drowning,sea,"16 miles off the coast of Gialousa/Yeni Erenköy, Northern Cyprus","Turkish Coast Guard via IOM Turkey, Reuters, Haberler, CNN Türk","35.744546449902, 34.038251470313",Eastern Mediterranean,"https://reut.rs/2JDOntC, https://bit.ly/2L73RMf, https://bit.ly/2uyQJoT",Uncategorized,5,Drowning,2018-07,07/18
45795,Mediterranean,2018-07-29,2018,Jul,6,0,6,10,2,1,3,Drowning,sea,"Between Ayvalik, Turkey and Lesvos, Greece","Turkish Coast Guard, Ekathimerini, La Vanguardia","39.253815876194, 26.570164099609",Eastern Mediterranean,"https://bit.ly/2mTgbBf, https://bit.ly/2v2gluh",Uncategorized,5,Drowning,2018-07,07/18
45836,Mediterranean,2018-08-07,2018,Aug,1,0,1,,,,,Drowning,sea,"Off the coast of Demre, Antalya Province Turkey",Turkish Coast Guard,"36.104543591175, 30.033897823613",Eastern Mediterranean,https://bit.ly/2nmGL5L,Uncategorized,5,Drowning,2018-08,08/18
45835,Mediterranean,2018-08-09,2018,Aug,9,0,9,4,2,,7,Drowning,sea,"Off the coast of Kuşadası, Aydın Province,Turkey",Turkish Coast Guard,"37.843816253407, 27.197843613281",Eastern Mediterranean,"http://www.sahilguvenlik.gov.tr/, https://bit.ly/2OXjvIr, https://bit.ly/2MKGswJ",Uncategorized,5,Drowning,2018-08,08/18
45942,Mediterranean,2018-09-22,2018,Sep,1,0,1,38,,1,1,Drowning,sea,"Off the coast of Akkar province, Lebanon en route to Cyprus","Reuters, AP, AFP","34.521407586436, 35.486568281250",Eastern Mediterranean,"https://reut.rs/2DnUdRF, https://bit.ly/2QRA9tP, https://yhoo.it/2OLFHVi",Uncategorized,3,Drowning,2018-09,09/18
45941,Mediterranean,2018-09-23,2018,Sep,1,0,1,16,1,,,Drowning,sea,"Off the coast of Bodrum, Turkey en route to Kos, Greece","Turkish Coast Guard, IOM Turkey, Hurriyet Daily News, Daily Sabah, Kurwait News Agency","36.941480839183, 27.286349508984",Eastern Mediterranean,"https://bit.ly/2MYrrqz, https://bit.ly/2xzMOta, https://bit.ly/2Ob9UQI",Uncategorized,5,Drowning,2018-09,09/18
45954,Mediterranean,2018-09-30,2018,Sep,5,2,7,3,4,2,,Drowning,sea,"Off the coast of Enez, Edirne province, Turkey",Turkish Coast Guard,"40.715396386106, 26.025522486328",Eastern Mediterranean,https://bit.ly/2xO9QfZ,Uncategorized,5,Drowning,2018-09,09/18
45972,Mediterranean,2018-10-08,2018,Oct,8,26,34,1,1,1,11,Drowning,sea,"Off the coast of off the coast of Karaburun district, Izmir, Turkey","Turkish Coast Guard via IOM Turkey, Ekathimerini, Rudaw","38.798437504788, 26.517544518555",Eastern Mediterranean,"https://bit.ly/2QPshbm, https://bit.ly/2yl2Rvs",Uncategorized,5,Drowning,2018-10,10/18
46026,Mediterranean,2018-10-22,2018,Oct,3,0,3,31,1,,3,Drowning,sea,"50m off the coast of Bodrum, Muğla province, Turkey","Turkish Coast Guard, Reuters, Daily Sabah","37.013780762096, 27.441440497437",Eastern Mediterranean,"https://bit.ly/2R3gkig, https://bit.ly/2q563GY, https://reut.rs/2yUamcl",Uncategorized,5,Drowning,2018-10,10/18
46085,Mediterranean,2018-11-19,2018,Nov,1,0,1,10,,1,,Drowning,sea,"Off the coast of Bodrum, Mugla province, Turkey",Turkish Coast Guard via IOM Turkey,"36.957355521278, 27.406164084473",Eastern Mediterranean,https://bit.ly/2DycMBl,Uncategorized,5,Drowning,2018-11,11/18
51521,Mediterranean,2019-03-07,2019,Mar,3,0,3,9,,3,2,Drowning,sea,"Off the coast of Samos, Greece","IOM Greece, AP","37.765329835283, 27.098161931733",Eastern Mediterranean,https://t1p.de/givu,Uncategorized,4,Drowning,2019-03,03/19
51626,Mediterranean,2019-04-14,2019,Apr,1,0,1,51,1,,,Drowning,sea,"Off the coast of Karlovasi, Samos, Greece","Hellenic Coast Guard via IOM Greece, AFP","37.831638331866, 26.697766507964",Eastern Mediterranean,"http://hcg.gr/node/19964, http://bit.ly/2X7LGaw",Uncategorized,5,Drowning,2019-04,04/19
51711,Mediterranean,2019-05-01,2019,May,1,0,1,13,,1,,Drowning,sea,"Body recovered on beach in Bodrum, Turkey",Alarm Phone,"37.029691799435, 27.407797996018",Eastern Mediterranean,http://bit.ly/2VDEMJf,Uncategorized,4,Drowning,2019-05,05/19
51672,Mediterranean,2019-05-03,2019,May,9,3,12,5,4,,5,Drowning,sea,"Off the coast of the island of Ciplak, province of Balikesir, Ayvalik, Turkey",Turkish Coast Guard via IOM Turkey,"39.290756355278, 26.576426980349",Eastern Mediterranean,"http://bit.ly/2ViCns0, http://bit.ly/2V5hITc",Uncategorized,5,Drowning,2019-05,05/19
51754,Mediterranean,2019-06-11,2019,Jun,7,0,7,57,6,1,2,Drowning,sea,"In the area of Pamfyla, 2.5 miles off the port of Mytilene, Lesvos, Greece",IOM Greece,"39.123278724880, 26.616327698621",Eastern Mediterranean,"",Uncategorized,4,Drowning,2019-06,06/19
51761,Mediterranean,2019-06-17,2019,Jun,12,0,12,31,2,7,3,Drowning,sea,"Off the coast of Bodrum, Turkey",Turkish Coast Guard,"36.961190531455, 27.400403872975",Eastern Mediterranean,https://www.sg.gov.tr/haberdetay/2019/06hzrn/17haz19hb.pdf,Uncategorized,5,Drowning,2019-06,06/19
51889,Mediterranean,2019-07-23,2019,Jul,0,1,1,8,1,,1,Drowning,sea,"Off the coast of Bodrum, Turkey","Turkish Coast Guard via IOM Turkey, Alarm Phone, Daily Sabah","36.943265558429, 27.403303047554",Eastern Mediterranean,"https://bit.ly/2JUmjE8, http://bit.ly/30XKisX",Uncategorized,5,Drowning,2019-07,07/19
52448,Mediterranean,2019-09-20,2019,Sep,0,1,1,14,1,,1,Drowning,sea,"Off the coast of Bodrum, Muğla province, Turkey","Aegean Boat Report, Turkish Coast Guard","36.973557207271, 27.403074179688",Eastern Mediterranean,"https://bit.ly/2moJgav, https://bit.ly/2kAum0u",Uncategorized,5,Drowning,2019-09,09/19
52459,Mediterranean,2019-09-27,2019,Sep,7,0,7,12,2,,5,Drowning,sea,"Off the coast of Oinousses, Greece",IOM Greece,"38.519212404679, 26.320742344141",Eastern Mediterranean,"",Uncategorized,4,Drowning,2019-09,09/19
52491,Mediterranean,2019-10-14,2019,Oct,2,0,2,33,2,,2,Drowning,sea,"Off the coast of Altınova, Ayvalık, Balıkesir province, Turkey","IOM Turkey, Turkish Coast Guard","39.207629332807, 26.683134343416",Eastern Mediterranean,"http://bit.ly/2IM85We, http://bit.ly/2IMOxAY, http://bit.ly/2oDGHmo",Uncategorized,5,Drowning,2019-10,10/19
52518,Mediterranean,2019-10-28,2019,Oct,1,0,1,40,,1,1,Drowning,sea,"Off the coast of Küçükkuyu, Ayvacık, Çanakkale, Turkey - en route to Lesvos, Greece",IOM Turkey,"39.479249275027, 26.566205619758",Eastern Mediterranean,"",Uncategorized,4,Drowning,2019-10,10/19
40568,Mediterranean,2015-11-17,2015,Nov,9,2,11,,2,1,,"Drowning, Suffocation",sea,"near Kos, Greece",Hellenic Coast Guard and AP,"36.921375000000, 27.296143000000",Eastern Mediterranean,"http://abcn.ws/1H5VN71, http://www.hcg.gr/node/11494",Uncategorized,5,Drowning,2015-11,11/15
42409,Mediterranean,2016-01-20,2016,Jan,2,0,2,46,1,1,1,Hypothermia,sea,"between Turkey and Lesvos, Greece","Xinhua, The Pappas Post","39.282501900000, 26.413986900000",Eastern Mediterranean,"http://bit.ly/1nb4FyJ, http://bit.ly/1WwG2sK",Uncategorized,3,Exposure/Dehydration,2016-01,01/16
42414,Mediterranean,2016-02-17,2016,Feb,1,0,1,2,,,1,Hypothermia,sea,"arrived at Agia Ermioni, Chios, Greece",Greek Reporter,"38.342494100000, 25.880581700000",Eastern Mediterranean,http://bit.ly/1oqQztJ,Uncategorized,1,Exposure/Dehydration,2016-02,02/16
43029,Mediterranean,2016-10-03,2016,Oct,1,0,1,,,1,,Presumed drowning,sea,"Body found on Avlaki beach on Ikaria, Greece",IOM Greece,"37.599864200000, 26.029615800000",Eastern Mediterranean,"",Uncategorized,4,Drowning,2016-10,10/16
43970,Mediterranean,2017-11-06,2017,Nov,1,0,1,,1,,1,Presumed drowning,sea,"Aspropotamos, near Mantamado, northeastern coast of Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.343198556470, 26.375392793945",Eastern Mediterranean,http://www.hcg.gr/node/16439,Uncategorized,5,Drowning,2017-11,11/17
43971,Mediterranean,2017-11-09,2017,Nov,1,0,1,,,1,1,Presumed drowning,sea,"Sarakina Mamadou, near Mantamado, northeastern coast of Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.350632522991, 26.376079439453",Eastern Mediterranean,http://www.hcg.gr/node/16475,Uncategorized,5,Drowning,2017-11,11/17
43972,Mediterranean,2017-11-11,2017,Nov,1,0,1,,,1,1,Presumed drowning,sea,"Palios Madamou, near Mantamado, northeastern coast of Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.343995090707, 26.383975862793",Eastern Mediterranean,http://www.hcg.gr/node/16479,Uncategorized,5,Drowning,2017-11,11/17
44074,Mediterranean,2017-12-25,2017,Dec,1,0,1,,,1,1,Presumed drowning,sea,"Off the coast of Izmir, Turkey",Daily Sabah,"38.430189025971, 27.102313915039",Eastern Mediterranean,http://bit.ly/2Cak3H5,Uncategorized,1,Drowning,2017-12,12/17
45874,Mediterranean,2018-02-01,2018,Feb,1,0,1,,,1,,Presumed drowning,sea,"Port of Mytilini, Lesvos, when trying to board a ferry bound for the Greek mainland","MSF, Era Aegean","39.103074982115, 26.565686107471",Eastern Mediterranean,https://bit.ly/2Lq5uA1,Uncategorized,4,Drowning,2018-02,02/18
45920,Mediterranean,2018-09-17,2018,Sep,2,1,3,16,3,,,Presumed drowning,sea,"Bağlar Bay, Bodrum, province of Muğla, Turkey",Turkish Coast Guard via IOM Turkey,"37.006515703833, 27.431140814819",Eastern Mediterranean,"https://bit.ly/2OsaqGQ, https://bit.ly/2xwUg7T, https://bit.ly/2RgmaBy",Uncategorized,5,Drowning,2018-09,09/18
46072,Mediterranean,2018-11-12,2018,Nov,6,4,10,5,4,5,6,Presumed drowning,sea,"Unspecified location between Dikili, Turkey and Lesvos, Greece","Turkish Coast Guard, IOM Turkey","39.076232633511, 26.729897242187",Eastern Mediterranean,https://bit.ly/2DAdqPo,Uncategorized,5,Drowning,2018-11,11/18
48087,Mediterranean,2018-12-28,2018,Dec,0,7,7,1,,,,Presumed drowning,sea,"15 miles northeast of Cape Greco, Cyprus (boat departed from Tripoli, Lebanon)","Alarm Phone, Cyprus Mail","34.869024451220, 34.492835772639",Eastern Mediterranean,"https://bit.ly/2GSo2Md, https://bit.ly/2sfX4nz, https://bit.ly/2GWUGfD",Uncategorized,4,Drowning,2018-12,12/18
48353,Mediterranean,2019-01-18,2019,Jan,1,0,1,53,,1,,Presumed drowning,sea,"Off the coast of Farmakonisi, Greece","Alarm Phone, IOM Greece","37.283283323213, 27.104012036372",Eastern Mediterranean,https://www.facebook.com/watchthemed.alarmphone/photos/a.1526182797655958/2298257453781818/?type=3&theater,Uncategorized,4,Drowning,2019-01,01/19
51472,Mediterranean,2019-02-13,2019,Feb,0,1,1,,1,,1,Presumed drowning,sea,"Off the coast of Tsonia, Lesvos, Greece","Hellenic Coast Guard via IOM Greece, Aegean Boat Report, Ekathimerini","39.417612220935, 26.393699500607",Eastern Mediterranean,"http://hcg.gr/node/19584, https://bit.ly/2tnHIxH, https://bit.ly/2S0gfft",Uncategorized,5,Drowning,2019-02,02/19
51532,Mediterranean,2019-03-10,2019,Mar,1,0,1,,1,,1,Presumed drowning,sea,"Body found near Vatera, Lesvos, Greece",Hellenic Coast Guard via IOM Greece,"39.014895057350, 26.180971588785",Eastern Mediterranean,http://www.hcg.gr/node/19739,Uncategorized,5,Drowning,2019-03,03/19
51533,Mediterranean,2019-03-10,2019,Mar,1,0,1,,1,,,Presumed drowning,sea,"Body found near Agios Theodoros, Lesvos, Greece",Hellenic Coast Guard via IOM Greece,"39.270273892269, 26.398878350778",Eastern Mediterranean,http://www.hcg.gr/node/19739,Uncategorized,5,Drowning,2019-03,03/19
51588,Mediterranean,2019-03-26,2019,Mar,4,0,4,11,3,,1,Presumed drowning,sea,"Off the coast of Ayvacık district, Çanakkale province, Turkey",Turkish Coast Guard via IOM Turkey,"39.441975591614, 26.378816195919",Eastern Mediterranean,http://bit.ly/2YmiPAN,Uncategorized,5,Drowning,2019-03,03/19
51591,Mediterranean,2019-03-28,2019,Mar,0,2,2,36,,2,,Presumed drowning,sea,"Off the coast of Chios, Greece",Hellenic Coast Guard via IOM Greece,"38.362368696592, 26.172509473654",Eastern Mediterranean,"",Uncategorized,5,Drowning,2019-03,03/19
51898,Mediterranean,2019-04-06,2019,Apr,1,0,1,,,1,,Presumed drowning,sea,"Body recovered on Afantou beach, Rhodes, Greece","Ekathimerini, Hellenic Coast Guard via IOM Greece","36.287447264207, 28.186812824077",Eastern Mediterranean,https://t1p.de/sotl,Uncategorized,5,Drowning,2019-04,04/19
51899,Mediterranean,2019-04-07,2019,Apr,2,0,2,,,2,,Presumed drowning,sea,"One body recovered on Afantou beach, another recovered on Faliraki beach, Rhodes, Greece","Ekathimerini, Hellenic Coast Guard via IOM Greece","36.305288575963, 28.199649284451",Eastern Mediterranean,https://t1p.de/sotl,Uncategorized,5,Drowning,2019-04,04/19
51693,Mediterranean,2019-05-13,2019,May,0,5,5,3,,,,Presumed drowning,sea,"Off the coast of Chekka, Lebanon en route to Cyprus","AP, Daily Star Lebanon","34.375232060284, 35.469930089916",Eastern Mediterranean,"http://bit.ly/2Q7MLNe, http://bit.ly/2EeoFf5",Uncategorized,3,Drowning,2019-05,05/19
40676,Mediterranean,2015-08-31,2015,Aug,1,0,1,,1,,,Pulmonary edema,land,"Mobile Unit of the First Reception Service in Moria, Lesvos",IOM Greece,"39.175649100000, 25.943523100000",Eastern Mediterranean,"",Uncategorized,4,Sickness and lack of access to medicine,2015-08,08/15
51999,Mediterranean,2019-09-06,2019,Sep,1,0,1,13,1,,,Sickness and lack of access to medicine,sea,"Samos hospital shortly after being rescued off the coast of Kokkari, Samos, Greece",IOM Greece,"37.754785700000, 26.977770100000",Eastern Mediterranean,http://bit.ly/2kylsk3,Uncategorized,4,Sickness and lack of access to medicine,2019-09,09/19
44001,Mediterranean,2017-11-25,2017,Nov,1,0,1,66,,1,1,Suffocation,sea,"Off the coast of Mytilene, Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.117926486658, 26.584397197559",Eastern Mediterranean,"http://bit.ly/2iVS7Mn, http://www.hcg.gr/node/16588, http://bit.ly/2ADg19V",Uncategorized,5,Suffocation,2017-11,11/17
40946,Mediterranean,2015-08-17,2015,Aug,1,0,1,,,1,1,Unknown,sea,"at the foot of a cliff on coast of Kos, Greece",AFP,"36.893330000000, 27.288888000000",Eastern Mediterranean,http://bit.ly/20J8bjv,Uncategorized,1,Unknown,2015-08,08/15
40870,Mediterranean,2015-08-21,2015,Aug,1,0,1,19,,1,,Unknown,sea,Off the Coast of Lesvos,IOM Greece,"39.283600000000, 26.505700000000",Eastern Mediterranean,"",Uncategorized,4,Unknown,2015-08,08/15
